0.2,15
0.21,14
0.22,14
0.23,14
0.24,12
0.25,11
0.26,11
0.27,11
0.28,11
0.29,11
0.3,11
0.31,11
0.32,11
0.33,11
0.34,11
0.35,10
0.36,10
0.37,11
0.38,11
0.39,11
0.4,11
0.41,10
0.42,10
0.43,11
0.44,11
0.45,11
0.46,11
0.47,11
0.48,11
0.49,11
0.5,11
0.51,11
0.52,11
0.53,11
0.54,11
0.55,11
0.56,11
0.57,11
0.58,11
0.59,11
0.6,11
0.61,11
0.62,11
0.63,11
0.64,11
0.65,9
0.66,8
0.67,8
0.68,6
0.69,4
0.7,4
0.71,3
0.72,2
0.73,1
0.74,0
0.75,0
0.76,0
0.77,0
0.78,0
0.79,0
0.8,0
0.81,0
0.82,0
0.83,0
0.84,0
0.85,0
0.86,0
0.87,0
0.88,0
0.89,0
0.9,0
0.91,0
0.92,0
0.93,0
0.94,0
0.95,0
0.96,0
0.97,0
0.98,0
0.99,0
1,0
